duration,jobid,mismatch,output,status,pid,homework,list,grade,remarks,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,diff_10,diff_11,diff_12,diff_13,diff_14,diff_15,diff_16,diff_17,diff_18,diff_19,diff_20,diff_21,diff_22,diff_23,diff_24,diff_25
24,908,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53093242,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,158,2,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'project gutenberg literary archive foundation'), (13, 'the project gutenberg literary archive'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53093706,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
23,711,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53094332,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,982,2,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'project gutenberg literary archive foundation'), (13, 'the project gutenberg literary archive'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53094656,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
14,814,2,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'project gutenberg literary archive foundation'), (13, 'the project gutenberg literary archive'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53095241,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
22,947,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53095391,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,895,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53095668,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1066,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53095928,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,848,2,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'project gutenberg literary archive foundation'), (13, 'the project gutenberg literary archive'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53096102,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
23,1135,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (747, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53096254,1,cleared,100,,0,0,0,0,0,0,0,0.134048257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,692,2,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'project gutenberg literary archive foundation'), (13, 'the project gutenberg literary archive'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53096298,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
22,714,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53096365,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,926,2,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'project gutenberg literary archive foundation'), (13, 'the project gutenberg literary archive'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53097552,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
23,886,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (747, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53097652,1,cleared,100,,0,0,0,0,0,0,0,0.134048257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,997,0,"{1: [(14620, 'the'), (6732, 'of'), (6502, 'and'), (4799, 'a'), (4706, 'to')], 2: [(1906, 'of the'), (1193, 'in the'), (746, 'to the'), (444, 'from the'), (413, 'the whale')], 3: [(116, 'the sperm whale'), (109, 'of the whale'), (88, 'the white whale'), (64, 'one of the'), (60, 'of the sea')], 4: [(43, 'of the sperm whale'), (27, 'the sperm whale s'), (20, 'at the same time'), (18, 'project gutenberg tm electronic'), (18, 'of the whale s')], 5: [(13, 'the project gutenberg literary archive'), (13, 'project gutenberg literary archive foundation'), (12, 'project gutenberg tm electronic works'), (11, 'of the sperm whale s'), (10, 'and at the same time')]}",completed,A53099070,1,cleared,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
